"County","City","SOW","DSCI","Precipitation","SoilTemp10","SoilTemp20","SoilMoisture10","SoilMoisture20","SoilMoistureVol10","SoilMoistureVol20"
Franklin County,Bude,2023-05-30 00:00:00.000,0,0.22,63.52,63.52,3.72,9.46,0.24,0.24
Franklin County,Bude,2023-06-06 00:00:00.000,0,1.67,63.87,63.87,3.57,9.09,0.23,0.23
Franklin County,Bude,2023-06-13 00:00:00.000,0,0.8,64.34,64.34,3.67,8.9,0.23,0.23
Franklin County,Bude,2023-06-20 00:00:00.000,86,0.59,64.86,64.86,3.64,8.74,0.23,0.22
Franklin County,Bude,2023-06-27 00:00:00.000,86,0.23,65.49,65.49,3.53,8.51,0.23,0.22
Franklin County,Bude,2023-07-04 00:00:00.000,89,2.25,66.11,66.11,3.4,8.23,0.22,0.21
Franklin County,Bude,2023-07-11 00:00:00.000,92,1.29,66.8,66.8,3.56,8.21,0.23,0.21
Franklin County,Bude,2023-07-18 00:00:00.000,85,0.25,67.5,67.5,3.56,8.09,0.23,0.21
Franklin County,Bude,2023-07-25 00:00:00.000,100,0.16,68.14,68.14,3.44,7.94,0.22,0.2
Franklin County,Bude,2023-08-01 00:00:00.000,100,0.01,68.77,68.77,3.26,7.69,0.21,0.2
Franklin County,Bude,2023-08-08 00:00:00.000,100,0.0,69.43,69.43,3.13,7.53,0.2,0.19
Franklin County,Bude,2023-08-15 00:00:00.000,200,0.0,70.09,70.09,2.97,7.24,0.19,0.18
Franklin County,Bude,2023-08-22 00:00:00.000,300,0.42,70.69,70.69,2.9,7.1,0.18,0.18
Franklin County,Bude,2023-08-29 00:00:00.000,400,0.15,71.19,71.19,2.81,6.93,0.18,0.18
Franklin County,Bude,2023-09-05 00:00:00.000,400,0.1,71.73,71.73,2.77,6.83,0.18,0.17
Franklin County,Bude,2023-09-12 00:00:00.000,400,0.42,72.11,72.11,2.71,6.69,0.17,0.17
Franklin County,Bude,2023-09-19 00:00:00.000,500,0.04,72.4,72.4,2.66,6.59,0.17,0.17
Franklin County,Bude,2023-09-26 00:00:00.000,500,0.0,72.69,72.69,2.64,6.53,0.17,0.17
Franklin County,Bude,2023-10-03 00:00:00.000,500,0.05,72.84,72.84,2.63,6.46,0.17,0.16
Franklin County,Bude,2023-10-10 00:00:00.000,500,0.46,72.9,72.9,2.64,6.5,0.17,0.16
Franklin County,Bude,2023-10-17 00:00:00.000,500,0.0,72.87,72.87,2.67,6.54,0.17,0.17
Franklin County,Bude,2023-10-24 00:00:00.000,500,0.0,72.69,72.69,2.66,6.51,0.17,0.16
Franklin County,Bude,2023-10-31 00:00:00.000,500,0.01,72.5,72.5,2.7,6.59,0.17,0.17
Franklin County,Bude,2023-11-07 00:00:00.000,500,0.3,72.17,72.17,2.7,6.66,0.17,0.17
Franklin County,Bude,2023-11-14 00:00:00.000,500,2.46,71.79,71.79,2.81,6.81,0.18,0.17
Franklin County,Bude,2023-11-21 00:00:00.000,403,0.67,71.29,71.29,3.3,6.97,0.21,0.18
Franklin County,Bude,2023-11-28 00:00:00.000,403,1.09,70.54,70.54,3.54,7.24,0.23,0.18
Franklin County,Bude,2023-12-05 00:00:00.000,402,0.3,69.69,69.69,3.74,7.63,0.24,0.19
Franklin County,Bude,2023-12-12 00:00:00.000,396,0.8,68.81,68.81,3.8,7.97,0.24,0.2
Franklin County,Bude,2023-12-19 00:00:00.000,396,1.42,67.87,67.87,3.84,8.34,0.24,0.21
Franklin County,Bude,2023-12-26 00:00:00.000,396,0.01,66.91,66.91,4.06,8.83,0.26,0.22
Franklin County,Bude,2024-01-02 00:00:00.000,397,2.31,65.91,65.91,4.09,9.21,0.26,0.23
Franklin County,Bude,2024-01-09 00:00:00.000,297,0.82,64.87,64.87,4.74,10.84,0.3,0.28
Franklin County,Bude,2024-01-16 00:00:00.000,297,0.02,63.9,63.9,4.41,11.21,0.28,0.28
Franklin County,Bude,2024-01-23 00:00:00.000,297,3.71,62.84,62.84,5.0,12.29,0.32,0.31
Franklin County,Bude,2024-01-30 00:00:00.000,198,1.16,61.89,61.89,4.73,12.19,0.3,0.31
Franklin County,Bude,2024-02-06 00:00:00.000,128,1.48,61.29,61.29,4.61,11.8,0.29,0.3
Franklin County,Bude,2024-02-13 00:00:00.000,31,0.01,60.87,60.87,4.57,11.69,0.29,0.3
Franklin County,Bude,2024-02-20 00:00:00.000,31,0.0,60.47,60.47,4.31,11.23,0.27,0.29
Franklin County,Bude,2024-02-27 00:00:00.000,31,1.64,60.16,60.16,4.19,10.86,0.27,0.28
Franklin County,Bude,2024-03-05 00:00:00.000,31,1.59,60.11,60.11,4.39,10.8,0.28,0.27
Franklin County,Bude,2024-03-12 00:00:00.000,0,1.7,60.11,60.11,4.4,10.99,0.28,0.28
Franklin County,Bude,2024-03-19 00:00:00.000,0,0.3,60.2,60.2,4.4,11.06,0.28,0.28
Franklin County,Bude,2024-03-26 00:00:00.000,0,1.2,60.24,60.24,4.47,11.11,0.28,0.28
Franklin County,Bude,2024-04-02 00:00:00.000,0,0.62,60.29,60.29,4.21,10.8,0.27,0.27
Franklin County,Bude,2024-04-09 00:00:00.000,0,1.54,60.43,60.43,4.4,10.76,0.28,0.27
Franklin County,Bude,2024-04-16 00:00:00.000,0,0.8,60.54,60.54,4.3,10.84,0.27,0.28
Franklin County,Bude,2024-04-23 00:00:00.000,0,0.78,60.81,60.81,4.27,10.7,0.27,0.27
Franklin County,Bude,2024-04-30 00:00:00.000,0,0.19,61.13,61.13,4.2,10.47,0.27,0.27
Franklin County,Bude,2024-05-07 00:00:00.000,0,3.45,61.47,61.47,4.27,10.34,0.27,0.26
Franklin County,Bude,2024-05-14 00:00:00.000,0,1.42,61.96,61.96,4.8,11.53,0.3,0.29
Franklin County,Bude,2024-05-21 00:00:00.000,0,0.0,62.36,62.36,4.34,11.14,0.28,0.28
Franklin County,Bude,2024-05-28 00:00:00.000,0,2.04,62.93,62.93,4.23,10.57,0.27,0.27
Franklin County,Bude,2024-06-04 00:00:00.000,0,0.62,63.47,63.47,4.34,10.59,0.28,0.27
Franklin County,Bude,2024-06-11 00:00:00.000,0,0.43,64.03,64.03,4.0,10.09,0.25,0.26
Franklin County,Bude,2024-06-18 00:00:00.000,0,0.38,64.6,64.6,3.87,9.74,0.25,0.25
Franklin County,Bude,2024-06-25 00:00:00.000,0,0.11,65.14,65.14,3.69,9.29,0.23,0.24
Franklin County,Bude,2024-07-02 00:00:00.000,32,1.87,65.79,65.79,3.63,8.96,0.23,0.23
Franklin County,Bude,2024-07-09 00:00:00.000,100,0.26,66.41,66.41,3.66,8.81,0.23,0.22
Franklin County,Bude,2024-07-16 00:00:00.000,100,2.46,67.1,67.1,3.63,8.69,0.23,0.22
Franklin County,Bude,2024-07-23 00:00:00.000,0,0.79,67.7,67.7,3.99,8.83,0.25,0.22
Franklin County,Bude,2024-07-30 00:00:00.000,0,0.0,68.26,68.26,3.93,8.97,0.25,0.23
Franklin County,Bude,2024-08-06 00:00:00.000,55,0.0,68.76,68.76,3.7,8.89,0.24,0.23
Franklin County,Bude,2024-08-13 00:00:00.000,82,0.66,69.29,69.29,3.47,8.5,0.22,0.22
Franklin County,Bude,2024-08-20 00:00:00.000,100,0.0,69.81,69.81,3.3,8.2,0.21,0.21
Franklin County,Bude,2024-08-27 00:00:00.000,200,1.5,70.27,70.27,3.21,7.94,0.2,0.2
Franklin County,Bude,2024-09-03 00:00:00.000,200,0.67,70.77,70.77,3.57,8.04,0.23,0.2
Franklin County,Bude,2024-09-10 00:00:00.000,200,2.4,71.1,71.1,4.17,8.46,0.26,0.21
Franklin County,Bude,2024-09-17 00:00:00.000,100,0.0,71.34,71.34,4.09,9.07,0.26,0.23
Franklin County,Bude,2024-09-24 00:00:00.000,100,0.26,71.56,71.56,3.83,9.0,0.24,0.23
Franklin County,Bude,2024-10-01 00:00:00.000,100,0.08,71.69,71.69,3.7,9.03,0.24,0.23
Franklin County,Bude,2024-10-08 00:00:00.000,100,0.0,71.8,71.8,3.57,8.73,0.23,0.22
Franklin County,Bude,2024-10-15 00:00:00.000,100,0.0,71.83,71.83,3.46,8.64,0.22,0.22
Franklin County,Bude,2024-10-22 00:00:00.000,100,0.0,71.71,71.71,3.36,8.44,0.21,0.21
Franklin County,Bude,2024-10-29 00:00:00.000,199,1.1,71.46,71.46,3.36,8.4,0.21,0.21
Franklin County,Bude,2024-11-05 00:00:00.000,199,1.9,71.33,71.33,3.4,8.36,0.22,0.21
Franklin County,Bude,2024-11-12 00:00:00.000,100,0.55,71.26,71.26,3.9,8.67,0.25,0.22
Franklin County,Bude,2024-11-19 00:00:00.000,0,1.57,71.07,71.07,3.93,9.03,0.25,0.23
Franklin County,Bude,2024-11-26 00:00:00.000,0,0.07,70.71,70.71,3.86,9.19,0.24,0.23
Franklin County,Bude,2024-12-03 00:00:00.000,0,1.39,70.06,70.06,4.1,9.36,0.26,0.24
Franklin County,Bude,2024-12-10 00:00:00.000,0,0.13,69.14,69.14,4.46,10.27,0.28,0.26
Franklin County,Bude,2024-12-17 00:00:00.000,0,0.02,68.3,68.3,4.21,10.5,0.27,0.27
Franklin County,Bude,2024-12-24 00:00:00.000,0,1.64,67.53,67.53,4.16,10.47,0.26,0.27
Franklin County,Bude,2024-12-31 00:00:00.000,0,0.54,66.74,66.74,4.21,10.51,0.27,0.27
Franklin County,Bude,2025-01-07 00:00:00.000,0,1.0,66.0,66.0,4.33,10.56,0.27,0.27
Franklin County,Bude,2025-01-14 00:00:00.000,0,0.01,64.94,64.94,4.4,10.84,0.28,0.28
Franklin County,Bude,2025-01-21 00:00:00.000,0,0.99,63.59,63.59,4.09,10.43,0.26,0.26
Franklin County,Bude,2025-01-28 00:00:00.000,0,0.98,62.36,62.36,4.26,10.53,0.27,0.27
Franklin County,Bude,2025-02-04 00:00:00.000,0,0.0,61.29,61.29,4.09,10.23,0.26,0.26
Franklin County,Bude,2025-02-11 00:00:00.000,93,2.91,60.94,60.94,4.24,10.4,0.27,0.26
Franklin County,Bude,2025-02-18 00:00:00.000,2,1.01,60.71,60.71,4.51,10.87,0.29,0.28
Franklin County,Bude,2025-02-25 00:00:00.000,0,0.0,60.34,60.34,4.57,11.33,0.29,0.29
Franklin County,Bude,2025-03-04 00:00:00.000,0,1.09,59.76,59.76,4.37,11.0,0.28,0.28
Franklin County,Bude,2025-03-11 00:00:00.000,0,0.82,59.53,59.53,4.33,10.91,0.27,0.28
Franklin County,Bude,2025-03-18 00:00:00.000,0,0.99,59.43,59.43,4.26,10.77,0.27,0.27
George County,Lucedale,2023-05-30 00:00:00.000,0,0.3,64.82,64.82,3.04,9.54,0.19,0.24
George County,Lucedale,2023-06-06 00:00:00.000,0,0.49,65.16,65.16,2.84,9.41,0.18,0.24
George County,Lucedale,2023-06-13 00:00:00.000,0,6.45,65.59,65.59,3.01,9.33,0.19,0.24
George County,Lucedale,2023-06-20 00:00:00.000,0,1.14,66.07,66.07,3.34,9.29,0.21,0.24
George County,Lucedale,2023-06-27 00:00:00.000,0,0.0,66.6,66.6,3.06,9.24,0.19,0.23
George County,Lucedale,2023-07-04 00:00:00.000,0,2.02,67.21,67.21,2.83,9.16,0.18,0.23
George County,Lucedale,2023-07-11 00:00:00.000,0,2.16,67.81,67.81,2.91,9.1,0.19,0.23
George County,Lucedale,2023-07-18 00:00:00.000,0,1.3,68.36,68.36,2.77,9.1,0.18,0.23
George County,Lucedale,2023-07-25 00:00:00.000,0,1.7,68.99,68.99,2.54,9.04,0.16,0.23
George County,Lucedale,2023-08-01 00:00:00.000,0,1.12,69.54,69.54,2.37,9.0,0.15,0.23
George County,Lucedale,2023-08-08 00:00:00.000,98,0.03,70.14,70.14,2.13,9.0,0.14,0.23
George County,Lucedale,2023-08-15 00:00:00.000,150,0.44,70.67,70.67,1.93,8.96,0.12,0.23
George County,Lucedale,2023-08-22 00:00:00.000,238,0.68,71.19,71.19,1.79,8.91,0.11,0.23
George County,Lucedale,2023-08-29 00:00:00.000,307,1.01,71.71,71.71,1.71,8.9,0.11,0.23
George County,Lucedale,2023-09-05 00:00:00.000,307,0.16,72.11,72.11,1.67,8.9,0.11,0.23
George County,Lucedale,2023-09-12 00:00:00.000,394,0.93,72.44,72.44,1.63,8.9,0.1,0.23
George County,Lucedale,2023-09-19 00:00:00.000,400,0.22,72.76,72.76,1.59,8.9,0.1,0.23
George County,Lucedale,2023-09-26 00:00:00.000,400,0.22,72.96,72.96,1.56,8.9,0.1,0.23
George County,Lucedale,2023-10-03 00:00:00.000,400,0.23,73.09,73.09,1.56,8.9,0.1,0.23
George County,Lucedale,2023-10-10 00:00:00.000,400,1.14,73.24,73.24,1.59,8.9,0.1,0.23
George County,Lucedale,2023-10-17 00:00:00.000,400,0.0,73.1,73.1,1.67,8.9,0.11,0.23
George County,Lucedale,2023-10-24 00:00:00.000,400,0.0,72.96,72.96,1.67,8.9,0.11,0.23
George County,Lucedale,2023-10-31 00:00:00.000,400,0.01,72.77,72.77,1.67,8.9,0.11,0.23
George County,Lucedale,2023-11-07 00:00:00.000,400,0.42,72.46,72.46,1.69,8.9,0.11,0.23
George County,Lucedale,2023-11-14 00:00:00.000,400,1.65,72.16,72.16,1.8,8.94,0.11,0.23
George County,Lucedale,2023-11-21 00:00:00.000,378,2.02,71.71,71.71,2.04,8.99,0.13,0.23
George County,Lucedale,2023-11-28 00:00:00.000,379,4.24,71.13,71.13,2.34,9.03,0.15,0.23
George County,Lucedale,2023-12-05 00:00:00.000,280,0.6,70.33,70.33,3.0,9.13,0.19,0.23
George County,Lucedale,2023-12-12 00:00:00.000,280,0.13,69.57,69.57,3.11,9.14,0.2,0.23
George County,Lucedale,2023-12-19 00:00:00.000,280,1.76,68.76,68.76,3.04,9.16,0.19,0.23
George County,Lucedale,2023-12-26 00:00:00.000,180,0.0,67.89,67.89,3.61,9.27,0.23,0.23
George County,Lucedale,2024-01-02 00:00:00.000,156,3.02,66.89,66.89,3.74,9.34,0.24,0.24
George County,Lucedale,2024-01-09 00:00:00.000,56,1.47,65.91,65.91,4.6,10.37,0.29,0.26
George County,Lucedale,2024-01-16 00:00:00.000,56,0.47,65.46,65.46,4.33,11.1,0.28,0.28
George County,Lucedale,2024-01-23 00:00:00.000,55,2.19,64.5,64.5,4.5,11.13,0.29,0.28
George County,Lucedale,2024-01-30 00:00:00.000,0,1.44,63.49,63.49,4.5,11.43,0.29,0.29
George County,Lucedale,2024-02-06 00:00:00.000,0,0.59,63.03,63.03,4.4,11.26,0.28,0.29
George County,Lucedale,2024-02-13 00:00:00.000,0,0.18,62.51,62.51,4.31,11.06,0.27,0.28
George County,Lucedale,2024-02-20 00:00:00.000,0,0.04,62.14,62.14,4.09,10.83,0.26,0.28
George County,Lucedale,2024-02-27 00:00:00.000,100,1.67,61.63,61.63,3.99,10.59,0.25,0.27
George County,Lucedale,2024-03-05 00:00:00.000,100,2.17,61.57,61.57,4.4,10.74,0.28,0.27
George County,Lucedale,2024-03-12 00:00:00.000,0,0.65,61.54,61.54,4.36,10.9,0.28,0.28
George County,Lucedale,2024-03-19 00:00:00.000,0,0.32,61.66,61.66,4.29,10.9,0.27,0.28
George County,Lucedale,2024-03-26 00:00:00.000,0,0.65,61.5,61.5,4.17,10.77,0.26,0.27
George County,Lucedale,2024-04-02 00:00:00.000,0,0.14,61.64,61.64,3.81,10.53,0.24,0.27
George County,Lucedale,2024-04-09 00:00:00.000,29,2.62,61.79,61.79,3.86,10.29,0.24,0.26
George County,Lucedale,2024-04-16 00:00:00.000,0,0.01,61.83,61.83,3.94,10.41,0.25,0.26
George County,Lucedale,2024-04-23 00:00:00.000,0,0.45,62.04,62.04,3.63,10.21,0.23,0.26
George County,Lucedale,2024-04-30 00:00:00.000,0,0.55,62.27,62.27,3.31,10.03,0.21,0.25
George County,Lucedale,2024-05-07 00:00:00.000,0,5.67,62.7,62.7,3.07,9.83,0.2,0.25
George County,Lucedale,2024-05-14 00:00:00.000,0,1.79,63.16,63.16,3.8,10.09,0.24,0.26
George County,Lucedale,2024-05-21 00:00:00.000,0,0.26,63.67,63.67,3.66,9.94,0.23,0.25
George County,Lucedale,2024-05-28 00:00:00.000,0,2.35,64.17,64.17,3.33,9.9,0.21,0.25
George County,Lucedale,2024-06-04 00:00:00.000,0,0.75,64.73,64.73,3.27,9.7,0.21,0.25
George County,Lucedale,2024-06-11 00:00:00.000,0,1.11,65.31,65.31,2.9,9.5,0.18,0.24
George County,Lucedale,2024-06-18 00:00:00.000,0,0.67,65.83,65.83,2.7,9.39,0.17,0.24
George County,Lucedale,2024-06-25 00:00:00.000,0,1.12,66.39,66.39,2.51,9.41,0.16,0.24
George County,Lucedale,2024-07-02 00:00:00.000,0,1.19,66.96,66.96,2.59,9.31,0.16,0.24
George County,Lucedale,2024-07-09 00:00:00.000,0,2.17,67.61,67.61,2.63,9.26,0.17,0.23
George County,Lucedale,2024-07-16 00:00:00.000,0,3.49,68.3,68.3,2.91,9.2,0.19,0.23
George County,Lucedale,2024-07-23 00:00:00.000,0,1.38,68.99,68.99,3.3,9.2,0.21,0.23
George County,Lucedale,2024-07-30 00:00:00.000,0,0.29,69.59,69.59,3.47,9.26,0.22,0.23
George County,Lucedale,2024-08-06 00:00:00.000,0,0.0,70.21,70.21,3.13,9.19,0.2,0.23
George County,Lucedale,2024-08-13 00:00:00.000,0,1.22,70.77,70.77,2.76,9.1,0.18,0.23
George County,Lucedale,2024-08-20 00:00:00.000,100,0.0,71.26,71.26,2.54,9.1,0.16,0.23
George County,Lucedale,2024-08-27 00:00:00.000,100,0.62,71.76,71.76,2.43,9.09,0.15,0.23
George County,Lucedale,2024-09-03 00:00:00.000,114,1.55,72.2,72.2,2.71,9.07,0.17,0.23
George County,Lucedale,2024-09-10 00:00:00.000,114,3.3,72.53,72.53,3.29,9.11,0.21,0.23
George County,Lucedale,2024-09-17 00:00:00.000,30,0.01,72.76,72.76,3.89,9.4,0.25,0.24
George County,Lucedale,2024-09-24 00:00:00.000,30,0.03,72.93,72.93,3.5,9.4,0.22,0.24
George County,Lucedale,2024-10-01 00:00:00.000,182,0.55,73.1,73.1,3.16,9.26,0.2,0.24
George County,Lucedale,2024-10-08 00:00:00.000,193,0.0,73.16,73.16,2.94,9.26,0.19,0.23
George County,Lucedale,2024-10-15 00:00:00.000,193,0.0,73.13,73.13,2.76,9.2,0.17,0.23
George County,Lucedale,2024-10-22 00:00:00.000,197,0.0,72.99,72.99,2.53,9.16,0.16,0.23
George County,Lucedale,2024-10-29 00:00:00.000,297,0.32,72.8,72.8,2.36,9.09,0.15,0.23
George County,Lucedale,2024-11-05 00:00:00.000,297,1.49,72.63,72.63,2.37,9.1,0.15,0.23
George County,Lucedale,2024-11-12 00:00:00.000,297,0.67,72.46,72.46,2.39,9.11,0.15,0.23
George County,Lucedale,2024-11-19 00:00:00.000,296,1.84,72.21,72.21,3.97,9.59,0.25,0.24
George County,Lucedale,2024-11-26 00:00:00.000,296,0.05,71.87,71.87,3.64,9.76,0.23,0.25
George County,Lucedale,2024-12-03 00:00:00.000,296,1.32,71.2,71.2,3.57,9.7,0.23,0.25
George County,Lucedale,2024-12-10 00:00:00.000,207,0.67,70.34,70.34,4.41,10.51,0.28,0.27
George County,Lucedale,2024-12-17 00:00:00.000,157,0.0,69.44,69.44,4.2,10.94,0.27,0.28
George County,Lucedale,2024-12-24 00:00:00.000,157,5.4,68.63,68.63,4.13,10.54,0.26,0.27
George County,Lucedale,2024-12-31 00:00:00.000,122,0.45,67.84,67.84,4.3,10.76,0.27,0.27
George County,Lucedale,2025-01-07 00:00:00.000,115,2.37,67.03,67.03,4.36,10.69,0.28,0.27
George County,Lucedale,2025-01-14 00:00:00.000,22,0.49,66.09,66.09,4.51,11.09,0.29,0.28
George County,Lucedale,2025-01-21 00:00:00.000,22,0.11,64.33,64.33,4.23,10.67,0.27,0.27
George County,Lucedale,2025-01-28 00:00:00.000,22,0.08,62.63,62.63,4.16,10.83,0.26,0.28
George County,Lucedale,2025-02-04 00:00:00.000,22,0.01,61.69,61.69,3.96,10.51,0.25,0.27
George County,Lucedale,2025-02-11 00:00:00.000,22,1.01,62.11,62.11,3.9,10.29,0.25,0.26
George County,Lucedale,2025-02-18 00:00:00.000,0,2.37,61.14,61.14,4.1,10.31,0.26,0.26
George County,Lucedale,2025-02-25 00:00:00.000,0,0.0,60.91,60.91,4.2,10.54,0.27,0.27
George County,Lucedale,2025-03-04 00:00:00.000,0,1.51,60.59,60.59,4.03,10.4,0.25,0.26
George County,Lucedale,2025-03-11 00:00:00.000,0,0.34,60.87,60.87,3.93,10.26,0.25,0.26
George County,Lucedale,2025-03-18 00:00:00.000,0,0.96,61.31,61.31,3.7,10.11,0.23,0.26
Greene County,Leakesville,2023-05-30 00:00:00.000,0,0.37,64.74,64.74,3.86,9.74,0.24,0.25
Greene County,Leakesville,2023-06-06 00:00:00.000,0,0.28,65.0,65.0,3.7,9.43,0.23,0.24
Greene County,Leakesville,2023-06-13 00:00:00.000,0,4.75,65.49,65.49,3.86,9.3,0.25,0.24
Greene County,Leakesville,2023-06-20 00:00:00.000,0,0.53,65.93,65.93,4.1,9.41,0.26,0.24
Greene County,Leakesville,2023-06-27 00:00:00.000,0,0.29,66.51,66.51,3.87,9.41,0.25,0.24
Greene County,Leakesville,2023-07-04 00:00:00.000,0,1.77,67.1,67.1,3.8,9.19,0.24,0.23
Greene County,Leakesville,2023-07-11 00:00:00.000,0,1.48,67.79,67.79,4.01,9.19,0.26,0.23
Greene County,Leakesville,2023-07-18 00:00:00.000,0,0.86,68.39,68.39,3.99,9.26,0.25,0.23
Greene County,Leakesville,2023-07-25 00:00:00.000,0,1.5,69.06,69.06,3.81,9.19,0.24,0.23
Greene County,Leakesville,2023-08-01 00:00:00.000,0,1.05,69.71,69.71,3.64,8.96,0.23,0.23
Greene County,Leakesville,2023-08-08 00:00:00.000,7,0.0,70.36,70.36,3.53,8.74,0.22,0.22
Greene County,Leakesville,2023-08-15 00:00:00.000,59,0.45,71.04,71.04,3.43,8.57,0.22,0.22
Greene County,Leakesville,2023-08-22 00:00:00.000,152,0.52,71.66,71.66,3.34,8.39,0.21,0.21
Greene County,Leakesville,2023-08-29 00:00:00.000,248,0.34,72.26,72.26,3.33,8.2,0.21,0.21
Greene County,Leakesville,2023-09-05 00:00:00.000,236,0.28,72.73,72.73,3.31,8.1,0.21,0.21
Greene County,Leakesville,2023-09-12 00:00:00.000,257,0.78,73.17,73.17,3.26,8.0,0.21,0.2
Greene County,Leakesville,2023-09-19 00:00:00.000,336,0.52,73.51,73.51,3.21,7.89,0.2,0.2
Greene County,Leakesville,2023-09-26 00:00:00.000,336,0.24,73.66,73.66,3.13,7.74,0.2,0.2
Greene County,Leakesville,2023-10-03 00:00:00.000,336,0.18,73.77,73.77,3.1,7.67,0.2,0.19
Greene County,Leakesville,2023-10-10 00:00:00.000,337,1.29,73.83,73.83,3.27,7.69,0.21,0.2
Greene County,Leakesville,2023-10-17 00:00:00.000,327,0.0,73.69,73.69,3.4,7.73,0.22,0.2
Greene County,Leakesville,2023-10-24 00:00:00.000,328,0.0,73.37,73.37,3.3,7.67,0.21,0.2
Greene County,Leakesville,2023-10-31 00:00:00.000,328,0.01,73.0,73.0,3.26,7.69,0.21,0.2
Greene County,Leakesville,2023-11-07 00:00:00.000,348,0.38,72.59,72.59,3.27,7.77,0.21,0.2
Greene County,Leakesville,2023-11-14 00:00:00.000,348,1.47,72.14,72.14,3.3,7.83,0.21,0.2
Greene County,Leakesville,2023-11-21 00:00:00.000,348,2.04,71.61,71.61,3.5,7.9,0.22,0.2
Greene County,Leakesville,2023-11-28 00:00:00.000,348,3.13,70.93,70.93,3.77,8.07,0.24,0.21
Greene County,Leakesville,2023-12-05 00:00:00.000,274,0.68,70.11,70.11,4.16,8.91,0.26,0.23
Greene County,Leakesville,2023-12-12 00:00:00.000,274,0.08,69.33,69.33,3.99,9.2,0.25,0.23
Greene County,Leakesville,2023-12-19 00:00:00.000,274,1.6,68.51,68.51,3.84,9.2,0.24,0.23
Greene County,Leakesville,2023-12-26 00:00:00.000,200,0.0,67.69,67.69,4.24,9.63,0.27,0.24
Greene County,Leakesville,2024-01-02 00:00:00.000,200,2.82,66.77,66.77,4.11,10.0,0.26,0.25
Greene County,Leakesville,2024-01-09 00:00:00.000,100,2.28,65.83,65.83,4.76,11.14,0.3,0.28
Greene County,Leakesville,2024-01-16 00:00:00.000,100,0.37,65.41,65.41,4.37,11.26,0.28,0.29
Greene County,Leakesville,2024-01-23 00:00:00.000,100,2.66,64.4,64.4,4.5,11.21,0.29,0.28
Greene County,Leakesville,2024-01-30 00:00:00.000,0,1.08,63.4,63.4,4.49,11.41,0.28,0.29
Greene County,Leakesville,2024-02-06 00:00:00.000,0,1.0,62.91,62.91,4.37,11.14,0.28,0.28
Greene County,Leakesville,2024-02-13 00:00:00.000,0,0.11,62.4,62.4,4.41,11.07,0.28,0.28
Greene County,Leakesville,2024-02-20 00:00:00.000,0,0.03,62.01,62.01,4.2,10.9,0.27,0.28
Greene County,Leakesville,2024-02-27 00:00:00.000,100,2.24,61.47,61.47,4.11,10.59,0.26,0.27
Greene County,Leakesville,2024-03-05 00:00:00.000,63,2.33,61.5,61.5,4.44,10.76,0.28,0.27
Greene County,Leakesville,2024-03-12 00:00:00.000,0,1.21,61.46,61.46,4.41,10.97,0.28,0.28
Greene County,Leakesville,2024-03-19 00:00:00.000,0,0.16,61.46,61.46,4.39,11.03,0.28,0.28
Greene County,Leakesville,2024-03-26 00:00:00.000,0,0.79,61.33,61.33,4.27,10.84,0.27,0.28
Greene County,Leakesville,2024-04-02 00:00:00.000,0,0.3,61.53,61.53,4.07,10.53,0.26,0.27
Greene County,Leakesville,2024-04-09 00:00:00.000,0,2.07,61.61,61.61,4.21,10.39,0.27,0.26
Greene County,Leakesville,2024-04-16 00:00:00.000,0,0.1,61.63,61.63,4.24,10.67,0.27,0.27
Greene County,Leakesville,2024-04-23 00:00:00.000,0,0.44,61.9,61.9,4.04,10.37,0.26,0.26
Greene County,Leakesville,2024-04-30 00:00:00.000,0,0.32,62.14,62.14,3.89,10.03,0.25,0.25
Greene County,Leakesville,2024-05-07 00:00:00.000,0,4.74,62.53,62.53,3.84,9.71,0.24,0.25
Greene County,Leakesville,2024-05-14 00:00:00.000,0,1.92,63.06,63.06,4.23,9.94,0.27,0.25
Greene County,Leakesville,2024-05-21 00:00:00.000,0,0.24,63.56,63.56,4.1,9.86,0.26,0.25
Greene County,Leakesville,2024-05-28 00:00:00.000,0,1.44,64.06,64.06,3.87,9.77,0.25,0.25
Greene County,Leakesville,2024-06-04 00:00:00.000,0,0.59,64.69,64.69,3.99,9.6,0.25,0.24
Greene County,Leakesville,2024-06-11 00:00:00.000,0,1.06,65.26,65.26,3.8,9.31,0.24,0.24
Greene County,Leakesville,2024-06-18 00:00:00.000,0,0.29,65.81,65.81,3.69,9.0,0.23,0.23
Greene County,Leakesville,2024-06-25 00:00:00.000,0,0.86,66.43,66.43,3.6,8.94,0.23,0.23
Greene County,Leakesville,2024-07-02 00:00:00.000,0,1.04,67.06,67.06,3.7,8.87,0.23,0.23
Greene County,Leakesville,2024-07-09 00:00:00.000,0,1.8,67.74,67.74,3.73,8.74,0.24,0.22
Greene County,Leakesville,2024-07-16 00:00:00.000,0,3.68,68.4,68.4,3.8,8.69,0.24,0.22
Greene County,Leakesville,2024-07-23 00:00:00.000,0,1.49,69.1,69.1,3.94,8.89,0.25,0.23
Greene County,Leakesville,2024-07-30 00:00:00.000,0,0.05,69.66,69.66,4.0,9.06,0.25,0.23
Greene County,Leakesville,2024-08-06 00:00:00.000,1,0.0,70.24,70.24,3.8,9.09,0.24,0.23
